State/UT,Dowry Deaths ,Murder with Rape,Acid Attack ,Cruelty by Husband or his relatives,Kidnapping & Abduction,Procuration of Minor Girls ,Sexual Assault of Children ,year,Total crimes
Uttar Pradesh,25,69,0,179,121,1,1,2014,396
Uttar Pradesh,21,68,0,184,172,1,1,2014,447
Uttar Pradesh,27,48,0,38,111,1,1,2014,226
Uttar Pradesh,18,34,5,121,94,1,1,2014,274
Uttar Pradesh,28,73,0,194,220,1,1,2014,517
Uttar Pradesh,26,48,0,106,124,1,1,2014,306
Uttar Pradesh,11,23,3,0,39,1,1,2014,78
Uttar Pradesh,61,83,0,127,193,1,1,2014,466
Uttar Pradesh,18,32,6,87,78,1,1,2014,223
Uttar Pradesh,9,5,7,0,35,1,1,2014,58
Uttar Pradesh,20,20,0,46,57,1,1,2014,145
Uttar Pradesh,46,74,0,180,214,1,1,2014,516
Uttar Pradesh,6,26,5,13,20,1,1,2014,72
Uttar Pradesh,23,19,4,41,33,1,1,2014,122
Uttar Pradesh,21,46,1,68,141,1,1,2014,279
Uttar Pradesh,31,69,0,218,235,1,1,2014,555
Uttar Pradesh,42,47,0,275,144,1,1,2014,510
Uttar Pradesh,2469,3467,7,10471,10626,1,1,2014,27042
Uttarakhand,1,6,2,5,22,1,1,2014,38
Uttarakhand,0,3,8,2,0,1,1,2014,15
Uttarakhand,1,4,6,3,7,1,1,2014,23
Uttarakhand,0,8,0,7,0,1,1,2014,17
Uttarakhand,10,55,0,149,12,1,1,2014,228
Uttarakhand,0,73,0,0,59,1,1,2014,134
Uttarakhand,5,36,0,31,54,1,1,2014,128
Uttarakhand,7,8,3,9,30,1,1,2014,59
Uttarakhand,3,8,5,7,1,1,1,2014,26
Uttarakhand,1,4,2,2,7,1,1,2014,18
Uttarakhand,0,7,0,7,13,1,1,2014,29
Uttarakhand,10,49,4,71,65,1,1,2014,201
Uttarakhand,0,9,0,8,5,1,1,2014,24
Uttarakhand,38,270,1,301,275,1,1,2014,887
West Bengal,66,98,44,2027,507,1,1,2014,2744
West Bengal,51,140,2,3504,604,1,1,2014,4303
West Bengal,2,58,38,328,124,1,1,2014,552
West Bengal,28,16,0,490,81,1,1,2014,617
West Bengal,18,35,0,315,54,1,1,2014,424
West Bengal,21,27,0,1190,216,1,1,2014,1456
West Bengal,6,6,0,363,82,1,1,2014,459
West Bengal,8,33,8,412,80,1,1,2014,543
West Bengal,12,54,0,707,154,1,1,2014,929
West Bengal,21,65,0,696,251,1,1,2014,1035
West Bengal,13,29,4,356,141,1,1,2014,545
West Bengal,0,11,0,215,47,1,1,2014,275
West Bengal,34,45,4,1338,213,1,1,2014,1636
West Bengal,1,0,1,0,1,1,1,2014,5
West Bengal,4,21,1,547,94,1,1,2014,669
West Bengal,5,31,0,793,140,1,1,2014,971
West Bengal,16,64,4,518,195,1,1,2014,799
West Bengal,3,16,1,94,15,1,1,2014,131
West Bengal,0,0,0,0,2,1,1,2014,4
West Bengal,12,36,1,1141,220,1,1,2014,1412
West Bengal,30,87,6,721,201,1,1,2014,1047
West Bengal,36,252,4,2439,457,1,1,2014,3190
West Bengal,50,106,5,1827,336,1,1,2014,2326
West Bengal,21,38,4,872,165,1,1,2014,1102
West Bengal,27,53,0,974,208,1,1,2014,1264
West Bengal,4,24,2,186,34,1,1,2014,252
West Bengal,1,5,0,1,10,1,1,2014,19
West Bengal,0,1,0,0,4,1,1,2014,7
West Bengal,2,29,6,447,75,1,1,2014,561
West Bengal,9,86,2,777,265,1,1,2014,1141
West Bengal,501,1466,2,23278,4976,1,1,2014,30225
A & N Islands,3,19,0,10,9,1,1,2014,43
A & N Islands,0,11,2,4,8,1,1,2014,27
A & N Islands,0,2,0,0,0,1,1,2014,4
A & N Islands,3,32,3,14,17,1,1,2014,71
Chandigarh,2,59,4,141,133,1,1,2014,341
Chandigarh,2,59,0,141,133,1,1,2014,337
D&N Haveli,0,5,0,6,7,1,1,2014,20
D&N Haveli,0,5,4,6,7,1,1,2014,24
Daman & Diu,0,2,4,1,1,1,1,2014,10
Daman & Diu,0,0,2,0,0,1,1,2014,4
Daman & Diu,0,2,1,1,1,1,1,2014,7
Delhi UT,7,91,0,99,169,1,1,2014,368
Delhi UT,0,1,2,0,1,1,1,2014,6
Delhi UT,15,230,9,477,346,1,1,2014,1079
Delhi UT,0,0,5,0,0,1,1,2014,7
Delhi UT,0,0,2,0,0,1,1,2014,4
Delhi UT,0,1,1,0,2,1,1,2014,6
Delhi UT,2,20,0,15,25,1,1,2014,64
Delhi UT,6,60,0,117,149,1,1,2014,334
Delhi UT,27,237,0,349,578,1,1,2014,1193
Delhi UT,14,165,11,246,354,1,1,2014,792
Delhi UT,22,259,4,521,688,1,1,2014,1496
Delhi UT,0,1,3,0,8,1,1,2014,14
Delhi UT,6,280,0,143,369,1,1,2014,800
Delhi UT,24,266,3,312,402,1,1,2014,1009
Delhi UT,17,234,1,318,397,1,1,2014,969
Delhi UT,0,0,0,0,0,1,1,2014,2
Delhi UT,0,0,41,160,0,1,1,2014,203
Delhi UT,0,0,3,0,0,1,1,2014,5
Delhi UT,13,251,0,416,546,1,1,2014,1228
Delhi UT,153,2096,0,3173,4034,1,1,2014,9458
Lakshadweep,0,1,0,0,0,1,1,2014,3
Lakshadweep,0,1,0,0,0,0,1,2014,2
Puducherry,0,3,8,1,1,0,1,2014,14
Puducherry,1,7,0,3,6,0,1,2014,18
Puducherry,1,10,0,4,7,0,1,2014,23
ANDHRA PRADESH,5,50,0,355,26,2,1,2015,439
ANDHRA PRADESH,12,37,0,0,36,2,1,2015,88
ANDHRA PRADESH,26,30,0,288,57,2,1,2015,404
ANDHRA PRADESH,11,27,0,267,64,2,1,2015,372
ANDHRA PRADESH,59,80,0,884,101,2,1,2015,1127
ANDHRA PRADESH,23,48,0,563,13,2,1,2015,650
ANDHRA PRADESH,0,0,0,2,0,2,1,2015,5
ANDHRA PRADESH,26,48,0,496,65,2,1,2015,638
ANDHRA PRADESH,41,62,0,1184,77,15,1,2015,1380
ANDHRA PRADESH,48,84,0,596,148,15,1,2015,892
ANDHRA PRADESH,26,70,0,329,83,15,1,2015,524
ANDHRA PRADESH,12,38,0,379,52,15,1,2015,497
ANDHRA PRADESH,17,47,0,227,72,15,1,2015,379
ANDHRA PRADESH,35,72,0,231,87,15,1,2015,441
ANDHRA PRADESH,35,50,0,332,44,15,1,2015,477
ANDHRA PRADESH,32,90,0,353,76,15,1,2015,567
ANDHRA PRADESH,6,39,0,333,73,15,1,2015,467
ANDHRA PRADESH,16,31,0,305,25,15,1,2015,393
ANDHRA PRADESH,5,30,0,229,53,15,1,2015,333
ANDHRA PRADESH,19,37,0,120,13,15,1,2015,205
ANDHRA PRADESH,0,2,0,0,0,15,1,2015,18
ANDHRA PRADESH,6,32,0,314,14,15,1,2015,382
ANDHRA PRADESH,9,30,0,395,36,15,1,2015,486
ANDHRA PRADESH,0,0,0,0,0,15,1,2015,16
ANDHRA PRADESH,10,12,0,168,9,15,1,2015,215
ANDHRA PRADESH,13,29,0,488,26,15,1,2015,572
ANDHRA PRADESH,3,6,0,253,14,15,1,2015,292
ANDHRA PRADESH,36,59,0,519,62,15,1,2015,692
ANDHRA PRADESH,25,117,0,696,70,15,1,2015,924
ANDHRA PRADESH,556,1257,0,10306,1396,15,1,2015,13531
ARUNACHAL PRADESH,0,2,0,0,4,15,1,2015,22
ARUNACHAL PRADESH,0,3,0,2,4,15,1,2015,25
ARUNACHAL PRADESH,0,2,0,1,2,15,1,2015,21
ARUNACHAL PRADESH,0,5,0,0,4,15,1,2015,25
ARUNACHAL PRADESH,0,0,0,0,2,15,1,2015,18
ARUNACHAL PRADESH,0,3,0,0,1,15,1,2015,20
ARUNACHAL PRADESH,0,7,0,3,10,15,1,2015,36
ARUNACHAL PRADESH,0,5,0,1,5,15,1,2015,27
ARUNACHAL PRADESH,0,0,0,0,1,15,1,2015,17
ARUNACHAL PRADESH,0,13,0,5,8,15,1,2015,42
ARUNACHAL PRADESH,0,0,0,0,3,15,1,2015,19
ARUNACHAL PRADESH,0,2,0,1,1,15,1,2015,20
ARUNACHAL PRADESH,0,0,0,0,0,15,1,2015,16
ARUNACHAL PRADESH,0,0,0,0,2,15,1,2015,18
ARUNACHAL PRADESH,0,0,0,0,0,15,1,2015,16
ARUNACHAL PRADESH,0,42,0,13,47,15,1,2015,118
ASSAM,14,97,0,240,117,15,1,2015,484
ASSAM,4,23,0,13,30,15,1,2015,86
ASSAM,5,51,0,106,35,15,1,2015,213
ASSAM,0,0,0,0,0,15,1,2015,16
ASSAM,13,72,0,216,106,15,1,2015,423
ASSAM,0,25,0,38,24,15,0,2015,102
ASSAM,2,57,0,119,57,15,0,2015,250
ASSAM,0,88,0,165,51,15,0,2015,319
ASSAM,4,116,0,393,126,15,0,2015,654
ASSAM,4,46,2,100,60,15,0,2015,227
ASSAM,0,5,2,0,8,15,0,2015,30
ASSAM,4,66,2,117,64,15,0,2015,268
ASSAM,0,42,2,86,50,15,0,2015,195
ASSAM,5,59,2,216,97,15,0,2015,394
ASSAM,3,39,2,62,52,15,0,2015,173
ASSAM,0,44,2,76,41,15,0,2015,178
ASSAM,3,36,2,101,78,15,0,2015,235
ASSAM,1,16,2,16,12,15,0,2015,62
ASSAM,5,19,2,99,44,0,0,2015,169
ASSAM,4,55,2,58,24,0,0,2015,143
ASSAM,1,52,2,160,71,0,0,2015,286
ASSAM,4,75,2,114,68,0,0,2015,263
ASSAM,0,4,2,3,9,0,0,2015,18
ASSAM,9,112,2,371,209,0,0,2015,703
ASSAM,6,30,2,54,47,0,0,2015,139
ASSAM,0,5,2,0,3,0,0,2015,10
ASSAM,4,46,2,139,94,0,0,2015,285
ASSAM,6,56,2,294,125,0,0,2015,483
ASSAM,2,60,2,84,60,0,0,2015,208
ASSAM,0,42,2,38,27,0,0,2015,109
ASSAM,103,1438,2,3478,1789,0,0,2015,6810
BIHAR,3,37,2,92,30,0,0,2015,164
BIHAR,13,2,2,8,10,0,0,2015,35
BIHAR,32,30,2,65,38,0,0,2015,167
BIHAR,11,15,2,36,36,0,0,2015,100
BIHAR,23,49,2,24,38,0,0,2015,136
BIHAR,41,25,2,56,34,0,0,2015,158
BIHAR,33,28,2,96,49,0,0,2015,208
BIHAR,19,8,2,26,19,0,0,2015,74
BIHAR,27,35,2,120,98,0,0,2015,282
BIHAR,57,18,2,122,47,0,0,2015,246
BIHAR,29,11,2,19,18,0,0,2015,79
BIHAR,48,67,2,45,80,0,0,2015,242
BIHAR,43,52,2,40,77,0,0,2015,214
BIHAR,36,23,2,110,63,0,0,2015,234
BIHAR,1,1,2,0,0,0,0,2015,4
BIHAR,32,17,2,41,21,0,0,2015,113
BIHAR,23,6,2,17,19,0,0,2015,67
BIHAR,15,120,2,28,66,0,0,2015,231
BIHAR,0,2,2,1,2,0,0,2015,7
BIHAR,9,16,2,13,17,0,0,2015,57
BIHAR,8,30,2,23,26,0,0,2015,89
BIHAR,11,35,2,12,17,0,0,2015,77
BIHAR,16,16,2,12,30,0,0,2015,76
BIHAR,24,24,2,51,36,0,0,2015,137
BIHAR,45,34,2,12,83,0,0,2015,176
BIHAR,14,20,2,40,31,0,0,2015,107
BIHAR,75,28,2,90,97,0,0,2015,292
BIHAR,0,2,2,1,0,0,0,2015,5
BIHAR,70,23,2,77,56,0,0,2015,228
BIHAR,5,8,2,65,6,0,0,2015,86
BIHAR,24,28,2,36,26,0,0,2015,116
BIHAR,99,57,2,189,78,0,0,2015,425
BIHAR,2,0,2,1,4,0,0,2015,9
BIHAR,3,185,2,81,88,0,0,2015,359
BIHAR,36,21,2,42,55,0,0,2015,156
BIHAR,17,22,2,21,20,0,0,2015,82
BIHAR,60,32,2,52,62,0,0,2015,208
BIHAR,58,34,2,41,58,0,0,2015,193
BIHAR,7,9,2,10,14,0,0,2015,42
BIHAR,7,7,2,13,11,0,0,2015,40
BIHAR,24,12,2,12,43,0,0,2015,93
BIHAR,31,24,2,54,35,0,0,2015,146
BIHAR,15,53,2,68,37,0,0,2015,175
BIHAR,64,36,2,30,114,0,0,2015,246
ANDHRA PRADESH,13,67,0,428,56,1,1,2015,566
ANDHRA PRADESH,14,22,0,143,60,1,1,2016,241
ANDHRA PRADESH,19,33,0,333,46,1,1,2016,433
ANDHRA PRADESH,17,27,0,124,47,1,1,2016,217
ANDHRA PRADESH,46,82,0,991,113,1,1,2016,1234
ANDHRA PRADESH,23,47,0,440,60,1,1,2016,572
ANDHRA PRADESH,0,0,0,0,0,1,1,2016,2
ANDHRA PRADESH,26,40,0,720,62,1,1,2016,850
ANDHRA PRADESH,36,47,0,1363,55,1,1,2016,1503
ANDHRA PRADESH,40,48,0,635,106,1,1,2016,831
ANDHRA PRADESH,18,98,0,519,96,1,0,2016,732
ANDHRA PRADESH,14,43,0,402,35,1,0,2016,495
ANDHRA PRADESH,17,31,0,239,73,1,0,2016,361
ANDHRA PRADESH,24,74,0,299,101,1,0,2016,499
ANDHRA PRADESH,27,46,0,368,51,1,0,2016,493
ANDHRA PRADESH,41,77,0,364,75,1,0,2016,558
ANDHRA PRADESH,3,32,0,305,48,1,0,2016,389
ANDHRA PRADESH,19,27,0,518,41,1,0,2016,606
ANDHRA PRADESH,14,27,0,248,44,1,0,2016,334
ANDHRA PRADESH,20,26,0,108,20,1,0,2016,175
ANDHRA PRADESH,0,0,0,0,0,1,0,2016,1
ANDHRA PRADESH,6,21,0,211,20,1,0,2016,259
ANDHRA PRADESH,17,23,0,433,53,1,0,2016,527
ANDHRA PRADESH,0,0,0,0,0,1,0,2016,1
ANDHRA PRADESH,8,14,0,167,7,1,0,2016,197
ANDHRA PRADESH,13,39,0,481,26,1,0,2016,560
ANDHRA PRADESH,8,13,0,297,12,1,0,2016,331
ANDHRA PRADESH,49,70,0,432,130,1,0,2016,682
ANDHRA PRADESH,14,114,0,729,89,1,0,2016,947
ANDHRA PRADESH,546,1188,0,11297,1526,1,0,2016,14558
ARUNACHAL PRADESH,0,0,0,0,0,1,0,2016,1
ARUNACHAL PRADESH,0,8,0,4,6,1,0,2016,19
ARUNACHAL PRADESH,0,3,0,1,4,1,0,2016,9
ARUNACHAL PRADESH,0,5,0,0,0,1,0,2016,6
ARUNACHAL PRADESH,0,3,0,0,3,1,0,2016,7
ARUNACHAL PRADESH,0,1,0,1,0,1,0,2016,3
ARUNACHAL PRADESH,0,8,0,0,2,1,0,2016,11
ARUNACHAL PRADESH,0,11,0,1,3,1,0,2016,16
ARUNACHAL PRADESH,0,9,0,1,3,1,0,2016,14
ARUNACHAL PRADESH,0,2,0,0,0,1,0,2016,3
Andra pradesh,0,5,0,4,4,1,1,2016,15
gujarat,0,2,0,0,1,1,1,2016,5
madhya Pradesh,0,1,0,1,1,1,1,2016,5
bihar,0,0,0,0,0,1,1,2016,2
manipur,0,1,0,0,1,1,1,2016,4
assam,0,0,0,0,0,1,1,2016,2
